,latitude,longitude,station_id
0,39.806111111111115,116.46944444444445,beijing_meo
1,39.9525,116.50083333333332,chaoyang_meo
2,39.718611111111116,116.35444444444445,daxing_meo
3,39.77305555555555,116.19416666666667,fangshan_meo
4,39.87027777777778,116.24527777777777,fengtai_meo
5,39.986944444444454,116.29055555555556,hadian_meo
6,40.35777777777777,116.62694444444445,huairou_meo
7,39.88777777777778,116.15638888888893,mentougou_meo
8,40.3775,116.86416666666666,miyun_meo
9,40.223333333333336,116.21166666666667,pingchang_meo
10,40.16944444444445,117.11777777777776,pinggu_meo
11,40.65888888888889,117.11166666666666,shangdianzi_meo
12,39.9425,116.20527777777778,shijingshan_meo
13,40.126666666666665,116.6152777777778,shunyi_meo
14,39.8475,116.75666666666666,tongzhou_meo
15,39.728611111111114,115.74055555555556,xiayunling_meo
16,40.44944444444444,115.96888888888887,yanqing_meo
17,39.9738888888889,115.69222222222223,zhaitang_meo
